added_route_id,trip_id
743,57480636
741,57480637
742,57480637
743,57480637
741,57480638
742,57480638
743,57480638
741,57480639
742,57480639
743,57480639
741,57480640
742,57480640
743,57480640
741,57480641
742,57480641
743,57480641
741,57480644
742,57480644
743,57480644
741,57480652
742,57480652
743,57480652
741,57480657
742,57480657
743,57480657
741,57480658
742,57480658
743,57480658
741,57480665
742,57480665
743,57480665
741,57480670
742,57480670
743,57480670
741,57480674
742,57480674
743,57480674
741,57480676
742,57480676
743,57480676
741,57480683
742,57480683
743,57480683
741,57480688
742,57480688
743,57480688
741,57480693
742,57480693
743,57480693
741,57480697
742,57480697
743,57480697
741,57481516
742,57481516
743,57481516
741,57481684
742,57481684
743,57481684
741,57481685
742,57481685
743,57481685
741,57481892
742,57481892
743,57481892
741,57481893
742,57481893
743,57481893
741,57481894
742,57481894
743,57481894
741,57518661
742,57518661
743,57518661
741,57518663
742,57518663
743,57518663
741,57518668
742,57518668
743,57518668
741,57518672
742,57518672
743,57518672
741,57518673
742,57518673
743,57518673
741,57518675
742,57518675
743,57518675
741,57518696
742,57518696
743,57518696
741,57518700
742,57518700
743,57518700
741,57518703
742,57518703
743,57518703
741,57518704
742,57518704
743,57518704
741,57518714
742,57518714
743,57518714
741,57482572
742,57482572
743,57482572
741,57482574
742,57482574
743,57482574
741,57482576
742,57482576
743,57482576
741,57482578
742,57482578
743,57482578
741,57482580
742,57482580
743,57482580
741,57482582
742,57482582
743,57482582
741,57482584
742,57482584
743,57482584
741,57482586
742,57482586
743,57482586
741,57482588
742,57482588
743,57482588
741,57482590
742,57482590
743,57482590
741,57482592
742,57482592
743,57482592
741,57482594
742,57482594
743,57482594
741,57482596
742,57482596
743,57482596
741,57482598
742,57482598
743,57482598
741,57482600
742,57482600
743,57482600
741,57482602
742,57482602
743,57482602
741,57482604
742,57482604
743,57482604
741,57482606
742,57482606
743,57482606
741,57482608
742,57482608
743,57482608
741,57482610
742,57482610
743,57482610
741,57482612
742,57482612
743,57482612
741,57482614
742,57482614
743,57482614
741,57482616
742,57482616
743,57482616
741,57482618
742,57482618
743,57482618
741,57482620
742,57482620
743,57482620
741,57482622
742,57482622
743,57482622
741,57482624
742,57482624
743,57482624
741,57482625
742,57482625
743,57482625
741,57482628
742,57482628
743,57482628
741,57482630
742,57482630
743,57482630
741,57482632
742,57482632
743,57482632
741,57482634
742,57482634
743,57482634
741,57482635
742,57482635
743,57482635
741,57482702
742,57482702
743,57482702
741,57483236
742,57483236
743,57483236
741,57483237
742,57483237
743,57483237
741,57483238
742,57483238
743,57483238
741,57483425
742,57483425
743,57483425
741,57518585
742,57518585
743,57518585
741,57518586
742,57518586
743,57518586
741,57518592
742,57518592
743,57518592
741,57518596
742,57518596
743,57518596
741,57518602
742,57518602
743,57518602
741,57518603
742,57518603
743,57518603
741,57518604
742,57518604
743,57518604
741,57518607
742,57518607
743,57518607
741,57518608
742,57518608
743,57518608
741,57518612
742,57518612
743,57518612
741,57518615
742,57518615
743,57518615
741,57518628
742,57518628
743,57518628
741,57586831
742,57586831
743,57586831
741,57586832
742,57586832
743,57586832
741,57529162
742,57529162
743,57529162
741,57529164
742,57529164
743,57529164
741,57529166
742,57529166
743,57529166
741,57529168
742,57529168
743,57529168
741,57529170
742,57529170
743,57529170
741,57529172
742,57529172
743,57529172
741,57529174
742,57529174
743,57529174
741,57529176
742,57529176
743,57529176
741,57529178
742,57529178
743,57529178
741,57529180
742,57529180
743,57529180
741,57529182
742,57529182
743,57529182
741,57529184
742,57529184
743,57529184
741,57529186
742,57529186
743,57529186
741,57529188
742,57529188
743,57529188
741,57529190
742,57529190
743,57529190
741,57529192
742,57529192
743,57529192
741,57529194
742,57529194
743,57529194
741,57529196
742,57529196
743,57529196
741,57529198
742,57529198
743,57529198
741,57529200
742,57529200
743,57529200
741,57529202
742,57529202
743,57529202
741,57529204
742,57529204
743,57529204
741,57529206
742,57529206
743,57529206
741,57529208
742,57529208
743,57529208
741,57529210
742,57529210
743,57529210
741,57529212
742,57529212
743,57529212
741,57529214
742,57529214
743,57529214
741,57529215
742,57529215
743,57529215
741,57529218
742,57529218
743,57529218
741,57529220
742,57529220
743,57529220
741,57529222
742,57529222
743,57529222
741,57529224
742,57529224
743,57529224
741,57529225
742,57529225
743,57529225
741,57529292
742,57529292
743,57529292
741,57529826
742,57529826
743,57529826
741,57529827
742,57529827
743,57529827
741,57529828
742,57529828
743,57529828
741,57530015
742,57530015
743,57530015
741,57530260
742,57530260
743,57530260
741,57530264
742,57530264
743,57530264
741,57530266
742,57530266
743,57530266
741,57530269
742,57530269
743,57530269
741,57530271
742,57530271
743,57530271
741,57530275
742,57530275
743,57530275
741,57530279
742,57530279
743,57530279
741,57530282
742,57530282
743,57530282
741,57530283
742,57530283
743,57530283
741,57530284
742,57530284
743,57530284
741,57530285
742,57530285
743,57530285
741,57530286
742,57530286
743,57530286
741,57530288
742,57530288
743,57530288
741,57530291
742,57530291
743,57530291
741,57530307
742,57530307
743,57530307
741,56105496
742,56105496
743,56105496
741,56105513
742,56105513
743,56105513
741,56105517
742,56105517
743,56105517
741,56105533
742,56105533
743,56105533
741,56105544
742,56105544
743,56105544
741,56105563
742,56105563
743,56105563
741,56105567
742,56105567
743,56105567
741,56105578
742,56105578
743,56105578
741,56105600
742,56105600
743,56105600
741,56105611
742,56105611
743,56105611
741,56105630
742,56105630
743,56105630
741,56105643
742,56105643
743,56105643
741,56105666
742,56105666
743,56105666
741,56105681
742,56105681
743,56105681
741,56105708
742,56105708
743,56105708
741,56105727
742,56105727
743,56105727
741,56105783
742,56105783
743,56105783
741,56105784
742,56105784
743,56105784
741,56106422
742,56106422
743,56106422
741,56106423
742,56106423
743,56106423
741,56106424
742,56106424
743,56106424
741,56106425
742,56106425
743,56106425
741,56106426
742,56106426
743,56106426
741,56106427
742,56106427
743,56106427
741,56106428
742,56106428
743,56106428
741,56106429
742,56106429
743,56106429
741,56106441
742,56106441
743,56106441
741,56106682
742,56106682
743,56106682
741,56106683
742,56106683
743,56106683
741,56106685
742,56106685
743,56106685
741,56106687
742,56106687
743,56106687
741,56106689
742,56106689
743,56106689
741,56106692
742,56106692
743,56106692
741,56106694
742,56106694
743,56106694
741,56106695
742,56106695
743,56106695
741,56106697
742,56106697
743,56106697
741,56106699
742,56106699
743,56106699
741,56106702
742,56106702
743,56106702
741,56106704
742,56106704
743,56106704
741,56106706
742,56106706
743,56106706
741,56106708
742,56106708
743,56106708
741,56106710
742,56106710
743,56106710
741,56106712
742,56106712
743,56106712
741,56106714
742,56106714
743,56106714
741,56106716
742,56106716
743,56106716
741,56106718
742,56106718
743,56106718
741,56106720
742,56106720
743,56106720
741,56106722
742,56106722
743,56106722
741,56106724
742,56106724
743,56106724
741,56106819
742,56106819
743,56106819
741,56106820
742,56106820
743,56106820
741,56106821
742,56106821
743,56106821
741,56106822
742,56106822
743,56106822
741,56106823
742,56106823
743,56106823
741,56106824
742,56106824
743,56106824
741,56106825
742,56106825
743,56106825
741,56108976
742,56108976
743,56108976
741,56108979
742,56108979
743,56108979
741,56108983
742,56108983
743,56108983
741,56108984
742,56108984
743,56108984
741,56108986
742,56108986
743,56108986
741,56108988
742,56108988
743,56108988
741,56108989
742,56108989
743,56108989
741,56108990
742,56108990
743,56108990
741,56108991
742,56108991
743,56108991
741,56108993
742,56108993
743,56108993
741,55930856
742,55930856
743,55930856
741,55930859
742,55930859
743,55930859
741,55930863
742,55930863
743,55930863
741,55946892
742,55946892
743,55946892
741,55946911
742,55946911
743,55946911
741,55946912
742,55946912
743,55946912
741,55946913
742,55946913
743,55946913
741,55946914
742,55946914
743,55946914
741,55946915
742,55946915
743,55946915
741,55946916
742,55946916
743,55946916
741,55946918
742,55946918
743,55946918
741,55946919
742,55946919
743,55946919
741,55946920
742,55946920
743,55946920
741,55946921
742,55946921
743,55946921
741,55946922
742,55946922
743,55946922
741,55946923
742,55946923
743,55946923
741,55946924
742,55946924
743,55946924
741,55946925
742,55946925
743,55946925
741,55946942
742,55946942
743,55946942
741,55946945
742,55946945
743,55946945
741,55946950
742,55946950
743,55946950
741,55946956
742,55946956
743,55946956
741,55946964
742,55946964
743,55946964
741,55946968
742,55946968
743,55946968
741,55946969
742,55946969
743,55946969
741,55946975
742,55946975
743,55946975
741,55946984
742,55946984
743,55946984
741,55946989
742,55946989
743,55946989
741,55946994
742,55946994
743,55946994
741,55946998
742,55946998
743,55946998
741,55947069
742,55947069
743,55947069
741,55947073
742,55947073
743,55947073
741,55947680
742,55947680
743,55947680
741,55947700
742,55947700
743,55947700
741,55947701
742,55947701
743,55947701
741,55947857
742,55947857
743,55947857
741,55947860
742,55947860
743,55947860
741,55947870
742,55947870
743,55947870
741,55947882
742,55947882
743,55947882
741,55947931
742,55947931
743,55947931
741,55947958
742,55947958
743,55947958
741,55947972
742,55947972
743,55947972
741,55947976
742,55947976
743,55947976
741,55947977
742,55947977
743,55947977
741,55947990
742,55947990
743,55947990
741,55948011
742,55948011
743,55948011
741,55948034
742,55948034
743,55948034
741,56109015
742,56109015
743,56109015
741,56109016
742,56109016
743,56109016
741,56109018
742,56109018
743,56109018
741,56109019
742,56109019
743,56109019
741,56109022
742,56109022
743,56109022
741,56109031
742,56109031
743,56109031
741,56109033
742,56109033
743,56109033
741,56109034
742,56109034
743,56109034
741,56109035
742,56109035
743,56109035
741,56109037
742,56109037
743,56109037
741,56109038
742,56109038
743,56109038
741,56040698
742,56040698
743,56040698
741,56040700
742,56040700
743,56040700
741,56040702
742,56040702
743,56040702
741,56040704
742,56040704
743,56040704
741,56040706
742,56040706
743,56040706
741,56040708
742,56040708
743,56040708
741,56040710
742,56040710
743,56040710
741,56040712
742,56040712
743,56040712
741,56040714
742,56040714
743,56040714
741,56040716
742,56040716
743,56040716
741,56040718
742,56040718
743,56040718
741,56040720
742,56040720
743,56040720
741,56040722
742,56040722
743,56040722
741,56040724
742,56040724
743,56040724
741,56040726
742,56040726
743,56040726
741,56040728
742,56040728
743,56040728
741,56040730
742,56040730
743,56040730
741,56040732
742,56040732
743,56040732
741,56040734
742,56040734
743,56040734
741,56040736
742,56040736
743,56040736
741,56040738
742,56040738
743,56040738
741,56040740
742,56040740
743,56040740
741,56040742
742,56040742
743,56040742
741,56040744
742,56040744
743,56040744
741,56040746
742,56040746
743,56040746
741,56040748
742,56040748
743,56040748
741,56040751
742,56040751
743,56040751
741,56040752
742,56040752
743,56040752
741,56040754
742,56040754
743,56040754
741,56040756
742,56040756
743,56040756
741,56040758
742,56040758
743,56040758
741,56040761
742,56040761
743,56040761
741,56041013
742,56041013
743,56041013
741,56041014
742,56041014
743,56041014
741,56041016
742,56041016
743,56041016
741,56041018
742,56041018
743,56041018
741,56041019
742,56041019
743,56041019
741,56041020
742,56041020
743,56041020
741,56041028
742,56041028
743,56041028
741,56041184
742,56041184
743,56041184
741,56041185
742,56041185
743,56041185
741,56041188
742,56041188
743,56041188
741,56041203
742,56041203
743,56041203
741,56041225
742,56041225
743,56041225
741,56041273
742,56041273
743,56041273
741,56041274
742,56041274
743,56041274
741,56041285
742,56041285
743,56041285
741,56041307
742,56041307
743,56041307
741,56041338
742,56041338
743,56041338
741,56041361
742,56041361
743,56041361
741,56041362
742,56041362
743,56041362
741,56108931
742,56108931
743,56108931
741,56108932
742,56108932
743,56108932
741,56108935
742,56108935
743,56108935
741,56108937
742,56108937
743,56108937
741,56108939
742,56108939
743,56108939
741,56108944
742,56108944
743,56108944
741,56108945
742,56108945
743,56108945
741,56108946
742,56108946
743,56108946
741,56108947
742,56108947
743,56108947
741,56108948
742,56108948
743,56108948
741,56108949
742,56108949
743,56108949
741,56108961
742,56108961
743,56108961
741,57478904
742,57478904
743,57478904
741,57478905
742,57478905
743,57478905
741,57479387
742,57479387
743,57479387
741,57479388
742,57479388
743,57479388
741,57479390
742,57479390
743,57479390
741,57479392
742,57479392
743,57479392
741,57479394
742,57479394
743,57479394
741,57479397
742,57479397
743,57479397
741,57479399
742,57479399
743,57479399
741,57479400
742,57479400
743,57479400
741,57479402
742,57479402
743,57479402
741,57479404
742,57479404
743,57479404
741,57479407
742,57479407
743,57479407
741,57479409
742,57479409
743,57479409
741,57479411
742,57479411
743,57479411
741,57479413
742,57479413
743,57479413
741,57479415
742,57479415
743,57479415
741,57479417
742,57479417
743,57479417
741,57479419
742,57479419
743,57479419
741,57479421
742,57479421
743,57479421
741,57479423
742,57479423
743,57479423
741,57479425
742,57479425
743,57479425
741,57479427
742,57479427
743,57479427
741,57479429
742,57479429
743,57479429
741,57479521
742,57479521
743,57479521
741,57479522
742,57479522
743,57479522
741,57479901
742,57479901
743,57479901
741,57479902
742,57479902
743,57479902
741,57479903
742,57479903
743,57479903
741,57479904
742,57479904
743,57479904
741,57479921
742,57479921
743,57479921
741,57479998
742,57479998
743,57479998
741,57479999
742,57479999
743,57479999
741,57480000
742,57480000
743,57480000
741,57480041
742,57480041
743,57480041
741,57480042
742,57480042
743,57480042
741,57480043
742,57480043
743,57480043
741,57480044
742,57480044
743,57480044
741,57480045
742,57480045
743,57480045
741,57480046
742,57480046
743,57480046
741,57480047
742,57480047
743,57480047
741,57480048
742,57480048
743,57480048
741,57480049
742,57480049
743,57480049
741,57480050
742,57480050
743,57480050
741,57480300
742,57480300
743,57480300
741,57480301
742,57480301
743,57480301
741,57480302
742,57480302
743,57480302
741,57518492
742,57518492
743,57518492
741,57518499
742,57518499
743,57518499
741,57518510
742,57518510
743,57518510
741,57518512
742,57518512
743,57518512
741,57518522
742,57518522
743,57518522
741,57518524
742,57518524
743,57518524
741,57518528
742,57518528
743,57518528
741,57518529
742,57518529
743,57518529
741,57518569
