route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,513401090,55998720,0
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,513401110,55998560,0
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,513401130,57572594,0
134-7-1,134,1,Medford Square - Wellington Station,,3,513401150,56004126,0
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,513700000,55998487,0
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,1,513700040,55998569,0
137-4-0,137,0,Malden Center - Main St @ Water St,,3,513700070,55998514,0
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,513701000,55998600,0
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,1,513701040,55998601,0
137-4-1,137,1,Main St @ Water St - Malden Center,,3,513701070,55998653,0
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,517100000,55800269,0
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,520100000,56077208,0
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,520100030,56077210,0
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,520100070,56077223,0
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,520101000,56077211,0
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,520101030,56077212,0
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,520101070,55799076_1,0
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,520200000,56077219,0
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,520201000,56077209,0
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,521000000,56076653,0
210-_-0,210,0,North Quincy Station - Quincy Center Station,,2,521000030,56076552,0
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,521000070,56076652,0
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,521001000,56076659,0
210-_-1,210,1,Quincy Center Station - North Quincy Station,,2,521001030,56076507,0
211-_-0,211,0,Squantum - Quincy Center Station,,1,521100000,56076694,0
211-_-1,211,1,Quincy Center Station - Squantum,,1,521101000,56076680,0
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,521101040,56076526,0
211-3-1,211,1,E Squantum St & Newbury Ave - Squantum,School days only,3,521101060,56076529,0
211-9-1,211,1,Hancock St & St Anns Rd - Squantum,School days only,3,521101080,56076528,0
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,521500000,56076778,0
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,521500040,56076525,0
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,521500060,57554111,0
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,521500080,56076784,0
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,521501000,56076775,0
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,521501040,56076476,0
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,521501060,56076825,0
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,521501090,57554139,0
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,521600000,56076835,0
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,521600040,56076912,0
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,521600070,56077192,0
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,521600090,56076863,0
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,521600110,56076847,0
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,521601000,56076838,0
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,521601040,56076837,0
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,521700000,56076515,0
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,521700020,56076524,0
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,521701000,56076514,0
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,521701030,56076556,0
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,522000000,56077239,0
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,522000040,56077274,0
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,522001000,56077320,0
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,522200000,56076474,0
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,522200040,56076466,0
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,522201000,56076467,0
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,522201040,56076475,0
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,522500000,56076562,0
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,522500040,56076557,0
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,522501000,56076560,0
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,522501040,56076559,0
226-_-0,226,0,Braintree Station - Columbian Square,,1,522600000,56076576,0
226-_-1,226,1,Columbian Square - Braintree Station,,1,522601000,56076558,0
230-3-0,230,0,Quincy Center Station - Montello Station,,1,523000000,56076719,0
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Weekday middays only,3,523000040,57531775,0
230-4-0,230,0,Braintree Station - Montello Station,Weekday early mornings only,3,523000050,56076770,0
230-3-1,230,1,Montello Station - Quincy Center Station,,1,523001000,56076720,0
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Weekdays only,2,523001040,57531738,0
230-4-1,230,1,Montello Station - Braintree Station,Weekday early mornings only,3,523001050,56076727,0
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,523600000,56076470,0
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,523600040,56076508,0
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,523601000,56076471,0
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,523601040,56076509,0
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,523800000,56076923,0
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,523800030,56076926,0
238-3-0,238,0,Quincy Center Station - Avon Square,,3,523800060,56076970,0
238-5-0,238,0,Quincy Center - Crawford Square (Omits South Shore Plaza),Sunday early mornings only,3,523800090,57554430,0
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,523801000,56076919,0
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,523801030,56076921,0
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,523801060,57554407,0
240-1-0,240,0,Ashmont Station - Avon Square,,1,524000000,56076928,0
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,1,524000040,56076931,0
240-_-0,240,0,Ashmont Station - Crawford Square,,3,524000070,56076975,0
240-1-1,240,1,Avon Square - Ashmont Station,,1,524001000,56076918,0
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,524001040,56076922,0
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,524001060,56076979,0
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekday evenings only,3,524001100,56076963,0
240-2-1,240,1,Crawford Square - North Randolph,,3,524001120,56076967,0
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,524500000,56076511,0
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,524500030,56076504,0
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,524501000,56076503,0
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,524501020,56076527,0
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,535000000,55912991,0
350-4-0,350,0,Alewife Station - North Burlington,,2,535000040,55912989,0
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,535000080,55913065,0
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,535001000,55912990,0
350-4-1,350,1,North Burlington - Alewife Station,,3,535001040,57386035,0
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,535100000,55912977,0
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekdays only,1,535100020,55913027,0
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,535101000,55912979,0
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,535101020,55913026,0
354-4-0,354,0,"State St, Boston - North Burlington via West Cummings Park",,1,535400000,55998723,0
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park",,2,535400030,55998739,0
354-4-1,354,1,"North Burlington - State St, Boston via West Cummings Park",,1,535401000,55998740,0
354-6-1,354,1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq",,1,535401030,55998725,0
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,541100000,55998927,0
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,541100030,55998904,0
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,541101000,55998902,0
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,541101030,55998923,0
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,542400000,55970291,0
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,542401000,55970287,0
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,542600000,55970275,0
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,542600030,55970281,0
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542600060,55970757,0
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542600080,55970768,0
426-5-0,426,0,"Haymarket Station - Central Square, Lynn via Bell Cir",Weekday late nights only,3,542600100,55970506,0
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,542601000,55970269,0
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,542601030,55970273,0
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,542800000,55971046,0
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,542801000,55971043,0
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,542900000,55970365,0
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,542900040,55970362,0
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,3,542900070,55970752,0
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,542900100,55970372,0
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,542900130,55970762,0
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,542901000,55970352,0
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,542901040,55970348,0
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542901070,55970767,0
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,542901090,55970359,0
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542901120,55970758,0
430-1-0,430,0,Malden Center Station - Saugus Center,,1,543000000,55998900,0
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,543000040,55998952,0
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,543000070,55998920,0
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,543000090,56028418,0
430-1-1,430,1,Saugus Center - Malden Center Station,,1,543001000,55998899,0
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekdays only,2,543001040,55998947,0
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,543001060,56028417,0
435-8-0,435,0,Neptune Towers - Salem Depot,,1,543500000,55971214,0
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,543500030,55971215,0
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,543500070,57383045,0
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,543500090,57383055,0
435-8-1,435,1,Salem Depot - Neptune Towers,,1,543501000,55971213,0
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,543501030,55971216,0
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,543501070,57383046,0
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,543501090,57383048,0
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,543600000,55970314,0
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,543600030,55970332,0
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,543600060,55970339,0
436-3-0,436,0,Neptune Towers - Goodwins Circle,School days only,3,543600090,55970763,0
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,543601000,55970322,0
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,543601040,55970336,0
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,543601060,55970340,0
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,543601080,55970751,0
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,543601100,55970756,0
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,543601120,55955352,0
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,543900000,55970380,0
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,543900030,55970472,0
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,543901000,55970464,0
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,543901030,55970379,0
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,544100000,55970623,0
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,544100040,55970622,0
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,544100060,55970740,0
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,544101000,55970635,0
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,544101030,55970630,0
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,544110000,55970618,0
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,544111000,55970633,0
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,544200000,55970621,0
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,544200040,55970706,0
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,544200070,55970741,0
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,544201000,55970619,0
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,544201040,55970628,0
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,544201070,57383365,0
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,545000000,55971305,0
450-6-0,450,0,Wood Island Station - Salem Depot,Weekdays only,2,545000030,57382093,0
450-7-0,450,0,Wonderland Station - Salem Depot,,3,545000050,57383190,0
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,545000070,55970503,0
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,545001000,55971306,0
450-6-1,450,1,Salem Depot - Wood Island Station,Weekdays only,1,545001030,57382089,0
450-7-1,450,1,Salem Depot - Wonderland Station,,2,545001050,57383173,0
450-9-1,450,1,Salem Depot - Lynn Bus Garage,,3,545001070,55970502,0
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,545100000,55971049,0
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,545100030,55971055,0
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,545101000,55971052,0
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd,Weekdays only,1,545101020,55971058,0
455-6-0,455,0,Wonderland Station - Salem Depot,Weekdays only,1,545500000,55970305,0
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,2,545500030,57382954,0
455-9-0,455,0,Lynn Bus Garage - Salem Depot,Weekday early mornings only,3,545500050,55970504,0
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,545500070,57383059,0
455-6-1,455,1,Salem Depot - Wonderland Station,Weekdays only,1,545501000,55970296,0
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,2,545501030,57382955,0
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,545501050,55970295,0
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,545501080,55970772,0
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,545501100,57383029,0
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,545600000,55971299,0
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,545601000,55971298,0
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,,1,550100000,55803536,0
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,,2,550100030,55802792,0
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,,1,550101000,55802790,0
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,,1,550101030,55803534,0
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,550400000,55802810,0
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,550401000,55802809,0
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,550500000,55803385,0
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,550500030,55802920,0
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,550501000,55802847,0
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,2,550501030,55803552,0
553-6-0,553,0,Newton Corner - Roberts,,1,555300000,55802826,0
553-6-1,553,1,Roberts - Newton Corner,,1,555301000,55802825,0
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,555400000,55803090,0
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,555401000,55803089,0
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,555600000,55803103,0
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,555601000,55803102,0
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,555800000,55802788,0
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,555801000,55802784,0
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571200000,56113161,0
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,571200040,56113111,0
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571201000,56113112,0
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,571201040,57599200,0
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571300000,56113160,0
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,571300040,57599226,0
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571301000,56113117,0
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,571301040,56113086,0
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,571400000,56131768,0
714-1-0,714,0,Hingham Depot - Pemberton Point via Hull Medical Center,Weekdays only,2,571400040,56131767,0
714-2-0,714,0,Hingham Depot - Pemberton Point via Washington Blvd,Weekdays only,2,571400050,56131784,0
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,571401000,56131778,0
714-1-1,714,1,Pemberton Point - Hingham Depot via Hull Medical Center,Weekday middays only,2,571401040,56131769,0
714-2-1,714,1,Pemberton Point - Hingham Depot via Washington Blvd,Weekdays only,2,571401050,56131770,0
716-_-0,716,0,Mattapan Station - Cobbs Corner,,1,571600000,56131735,0
716-1-0,716,0,Mattapan Station - Cobbs Corner (Omits Royall St),Saturdays only,3,571600030,57554631,0
716-_-1,716,1,Cobbs Corner - Mattapan Station,,1,571601000,56131730,0
716-1-1,716,1,Cobbs Corner - Mattapan Station (Omits Royall St),Saturdays only,3,571601030,57554636,0
Shuttle-BraintreeNorthQuincy-0-0,Shuttle-BraintreeNorthQuincy,0,North Quincy - Braintree,,4,609500990,57599505-20:45-BraintreeNQuincy1,0
Shuttle-BraintreeNorthQuincy-0-1,Shuttle-BraintreeNorthQuincy,1,Braintree - North Quincy,,4,609501990,57599395-20:45-BraintreeNQuincy1,0
Shuttle-BraintreeSouthStationExpress-0-0,Shuttle-BraintreeSouthStationExpress,0,South Station - Braintree (Express),,4,610100990,CR-598243-027-MDLBrainSouthDynamic2B1,0
Shuttle-BraintreeSouthStationExpress-0-1,Shuttle-BraintreeSouthStationExpress,1,Braintree - South Station (Express),,4,610101990,CR-595395-024-MDLBrainSouthDynamic0B1,0
Shuttle-GovernmentCenterMedfordViaUnionSq-0-0,Shuttle-GovernmentCenterMedfordViaUnionSq,0,Medford/Tufts - Government Center,,4,619450990,Green-SpringGovtMed-Saturday-0-04:45:00,0
Shuttle-GovernmentCenterMedfordViaUnionSq-0-1,Shuttle-GovernmentCenterMedfordViaUnionSq,1,Government Center - Medford/Tufts,,4,619451990,Green-SpringGovtMed-Saturday-1-05:35:00,0
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,4,620530990,CR-NewburyportLynnShuttleWinter-Weekday-0-05:08:00,0
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,4,620531990,CR-NewburyportLynnShuttleWinter-Weekday-1-05:31:00,0
