route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
29-5-0,29,0,Jackson Square Station - Mattapan Station,,1,502900030,55889230,0
29-_-0,29,0,Ruggles Station - Mattapan Station,,3,502900070,55890054,0
29-1-1,29,1,Mattapan Station - Jackson Square Station via Franklin Field,Weekdays only,1,502901000,55889200,0
29-5-1,29,1,Mattapan Station - Jackson Square Station,,1,502901020,55889218,0
29-_-1,29,1,Mattapan Station - Ruggles Station,Evenings only,3,502901060,55890046,0
30-2-0,30,0,Forest Hills Station - Mattapan Station,,1,503000000,55889948,0
30-2-1,30,1,Mattapan Station - Forest Hills Station,,1,503001000,55889980,0
31-_-0,31,0,Forest Hills Station - Mattapan Station,,1,503100000,55890072,0
31-_-1,31,1,Mattapan Station - Forest Hills Station,,1,503101000,55890074,0
32-1-0,32,0,Forest Hills Station - Wolcott Square,,1,503200000,55889054_2,0
32-_-0,32,0,Forest Hills Station - Cleary Square,Weekdays only,2,503200040,55890406,0
32-3-0,32,0,Forest Hills Station - Wolcott Square via Westinghouse Plaza,School days only,3,503200070,55889051,0
32-9-0,32,0,Wolcott Square - Townsend St & Humboldt Ave,School days only,3,503200090,55889042,0
32-1-1,32,1,Wolcott Square - Forest Hills Station,,1,503201000,55890215,0
32-_-1,32,1,Cleary Square - Forest Hills Station,Weekdays only,2,503201040,55890407,0
32-3-1,32,1,Wolcott Square - Forest Hills Station via Westinghouse Plaza,School days only,3,503201070,55889052,0
32-9-1,32,1,Townsend St & Humboldt Ave - Wolcott Square,School days only,3,503201090,55889047,0
32-C-1,32,1,Wolcott Square - Forest Hills Station,School days only,3,503201110,55889027_1,0
3233-5-0,3233,0,Forest Hills Station - River St & Milton St,Early mornings only,1,503210000,55888991,0
33-5-0,33,0,Mattapan Station - River St & Milton St via West Milton St (AM Route),,1,503300000,55888993,0
33-6-0,33,0,Mattapan Station - River St & Milton St (PM Route),Weekdays only,1,503300040,55889006,0
33-1-0,33,0,Mattapan Station - River St & Milton St via Westinghouse Plz,AM peak hours only,3,503300070,55889941,0
33-5-1,33,1,River St & Milton St - Mattapan Station (AM Route),,1,503301000,55888992,0
33-6-1,33,1,River St & Milton St - Mattapan Station via West Milton St (PM Route),Weekdays only,2,503301040,55889007,0
33-1-1,33,1,River St & Milton St - Mattapan Station via Westinghouse Plz,Weekdays only,3,503301070,55889050,0
33-7-1,33,1,River St & Milton St - Forest Hills Station via W Milton St,Weekday evenings only,3,503301090,55889016,0
33-4-1,33,1,River St & Milton St - Forest Hills Station,,3,503301110,55805549,0
34-3-0,34,0,Forest Hills Station - Dedham Mall,,1,503400000,55890684,0
34-_-0,34,0,Forest Hills Station - Dedham Line,,3,503400040,55889056_2,0
34-K-0,34,0,Townsend St & Humboldt Ave - Dedham Line via Forest Hills,School days only,3,503400080,55889043,0
34-3-1,34,1,Dedham Mall - Forest Hills Station,,1,503401000,55889533,0
34-_-1,34,1,Dedham Line - Forest Hills Station,,3,503401040,55889055_1,0
34-K-1,34,1,Dedham Line - Townsend St & Humboldt Ave via Forest Hills,School days only,3,503401070,55889046,0
34E-4-0,34E,0,Forest Hills Station - Walpole Center,,1,503410000,55890746,0
34E-6-0,34E,0,Forest Hills Station - East Walpole,,3,503410040,55890819,0
34E-1-1,34E,1,Walpole Center - Forest Hills Station,,1,503411000,55890740,0
34E-6-1,34E,1,East Walpole - Forest Hills Station,,2,503411040,55890812,0
35-1-0,35,0,Forest Hills Station - Dedham Mall,,1,503500000,55889511,0
35-_-0,35,0,Forest Hills Station - Stimson St & Washington St,Mornings only,2,503500040,55889513,0
35-3-0,35,0,Ave Louis Pasteur - Dedham Mall via Forest Hills Station,School days only,3,503500080,55889048,0
35-1-1,35,1,Dedham Mall - Forest Hills Station,,1,503501000,55889515,0
35-_-1,35,1,Stimson St & Washington St - Forest Hills Station,,2,503501040,55889514,0
35-2-1,35,1,Stimson & Washington St - Ave Louis Pasteur via Forest Hills,School days only,3,503501080,55889049,0
36-8-0,36,0,"Forest Hills Station - VA Hospital, West Roxbury",,1,503600000,55889506,0
36-1-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,2,503600040,55889617,0
36-5-0,36,0,Forest Hills Station - Rivermoor Industrial Park,Weekdays only,3,503600070,55889492,0
36-9-0,36,0,Townsend & Humboldt - Charles River Loop via Forest Hills,School days only,3,503600100,55889041,0
36-A-0,36,0,Forest Hills Station - Charles River Loop,School days only,3,503600120,55889058_2,0
36-8-1,36,1,"VA Hospital, West Roxbury - Forest Hills Station",,1,503601000,55889538,0
36-1-1,36,1,Millennium Park - Forest Hills Station,Weekdays only,2,503601040,55889537,0
36-5-1,36,1,Rivermoor Industrial Park - Forest Hills Station,Weekday evenings only,3,503601070,55889569,0
36-_-1,36,1,Charles River Loop - Forest Hills Station,School days only,3,503601090,55889057_1,0
36-9-1,36,1,Charles River Loop - Townsend & Humboldt via Forest Hills,School days only,3,503601120,55889039,0
37-_-0,37,0,Forest Hills Station - Baker St & Vermont St,,1,503700000,55889753,0
37-D-0,37,0,Forest Hills Station - LaGrange St & Corey St,School days only,3,503700040,55889060_2,0
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,503701000,55889484,0
37-3-1,37,1,LaGrange St & Corey St - Forest Hills Station,School days only,3,503701040,55889030,0
38-_-0,38,0,Forest Hills Station - Wren St,,1,503800000,55889061_2,0
38-1-0,38,0,Townsend St & Humboldt Ave - Wren St via Forest Hills,School days only,3,503800040,55889040,0
38-_-1,38,1,Wren St - Forest Hills Station,,1,503801000,55889907,0
38-C-1,38,1,Centre & W Roxbury Pkwy - Forest Hills Station,School days only,3,503801040,55889035_1,0
38-D-1,38,1,Wren St - Forest Hills Station,School days only,3,503801060,55889034_1,0
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,503900000,56106442,0
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,School days only,3,503900040,55889056_1,0
39-Y-0,39,0,Ave Louis Pasteur - Forest Hills Station via Brigham Cir,School days only,3,503900060,55889054_1,0
39-M-0,39,0,Haymarket Station - Cleary Square (Detour),Early mornings only,3,503900080,55889029,0
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,503901000,56106444,0
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,School days only,3,503901040,55889027_2,0
39-I-1,39,1,Forest Hills Station - Ave Louis Pasteur,School days only,3,503901060,55889034_2,0
39-M-1,39,1,Cleary Square - Haymarket Station (Detour),Early mornings only,3,503901080,55889028,0
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,504000000,55889651,0
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,1,504000040,55889652,0
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,504001000,55889650,0
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,1,504001040,55889657,0
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,504010000,55889693,0
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,504011000,55889669,0
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,504100000,55889392,0
41-1-0,41,0,Nubian Station - Centre St & Eliot St,Weekday early mornings only,3,504100040,55889064,0
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,504101000,55889366,0
42-1-0,42,0,Nubian Station - Forest Hills Station,,1,504200000,55889271,0
42-1-1,42,1,Forest Hills Station - Nubian Station,,1,504201000,55889269,0
43-_-0,43,0,Park St Station - Ruggles Station,,1,504300000,55803017,0
43-_-1,43,1,Ruggles Station - Park St Station,,1,504301000,55803018,0
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,504400000,55801514,0
44-2-0,44,0,Humboldt Ave & Townsend St - Jackson Square Station,School days only,3,504400040,55803366,0
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,504401000,55801063,0
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,504500000,55801516,0
45-3-0,45,0,Ruggles Station - Franklin Park via Eliot Square,,2,504500030,55801878,0
45-1-0,45,0,Ruggles Station - Ashmont Station,Late nights only,3,504500060,55801962,0
45-_-1,45,1,Franklin Park - Ruggles Station via Eliot Square,,1,504501000,55800754,0
45-2-1,45,1,Franklin Park - Nubian Station,School days only,3,504501040,55800763,0
45-1-1,45,1,Ashmont Station - Ruggles Station,Early mornings only,3,504501060,55835037,0
47-8-0,47,0,"Broadway Station - Central Square, Cambridge",,1,504700000,55799594,0
47-8-1,47,1,"Central Square, Cambridge - Broadway Station",,1,504701000,55799860,0
50-_-0,50,0,Forest Hills Station - Cleary Square,,1,505000000,55889483,0
50-_-1,50,1,Cleary Square - Forest Hills Station,,1,505001000,55889493,0
51-_-0,51,0,Forest Hills Station - Reservoir Station,,1,505100000,55889716,0
51-9-0,51,0,"Forest Hills Station - Union Square, Boston via Reservoir",School days only,3,505100040,55889031,0
51-_-1,51,1,Reservoir Station - Forest Hills Station,,1,505101000,55889717,0
51-9-1,51,1,"Union Square, Boston - Forest Hills Station via Reservoir",School days only,3,505101040,55889032,0
52-5-0,52,0,Watertown - Dedham Mall via Meadowbrook Rd,Weekdays only,1,505200000,55890376,0
52-4-0,52,0,Watertown - Charles River Loop via Meadowbrook Rd,AM peak hours only,2,505200030,55890385,0
52-5-1,52,1,Dedham Mall - Watertown via Meadowbrook Rd,Weekdays only,1,505201000,55890378,0
52-4-1,52,1,Charles River Loop - Watertown via Meadowbrook Rd,Weekdays only,2,505201020,55890386,0
55-_-0,55,0,Copley Square - Jersey St & Queensberry St,Middays only,1,505500000,55801980,0
55-_-1,55,1,Jersey St & Queensberry St - Copley Square,,1,505501000,55801116,0
57-_-0,57,0,Kenmore Station - Watertown Yard,,1,505700000,55802785,0
57-8-0,57,0,Ave Louis Pasteur - Watertown Yard,School days only,3,505700040,55803210,0
57-A-0,57,0,Kenmore Station - Oak Square,School days only,3,505700060,55801197,0
57-C-0,57,0,"Union Square, Boston - Watertown Yard",School days only,3,505700080,55801339_3,0
57-M-0,57,0,Haymarket Station - Watertown Yard (Detour),Early mornings only,3,505700100,55803120,0
57-_-1,57,1,Watertown Yard - Kenmore Station,,1,505701000,55802780,0
57-A-1,57,1,Oak Square - Kenmore Station,School days only,3,505701040,55802888_1,0
57-4-1,57,1,Cambridge St & Warren St - Kenmore Station,School days only,3,505701060,55799846,0
57-M-1,57,1,Watertown Yard - Haymarket Station (Detour),Early mornings only,3,505701080,55803119,0
57-E-1,57,1,"Oak Square - Union Square, Boston",School days only,3,505701110,55801397_1,0
59-2-0,59,0,Watertown Square - Needham Junction,,1,505900000,55802910,0
59-_-0,59,0,Watertown Square - Needham Junction via Eliot St,Weekdays only,2,505900040,55803204,0
59-2-1,59,1,Needham Junction - Watertown Square,,1,505901000,55802913,0
59-_-1,59,1,Needham Junction - Watertown Square via Eliot St,Weekdays only,2,505901040,55802909,0
60-_-0,60,0,Kenmore Station - Chestnut Hill,,1,506000000,55803152,0
60-2-0,60,0,Kenmore Station - Boylston St & Tully St via Chestnut Hill,Weekdays only,2,506000040,55802938,0
60-4-0,60,0,Brookline Village - Boylston St & Tully St,Weekday early mornings only,3,506000070,55803131,0
60-3-0,60,0,Brookline Village - Chestnut Hill,Early mornings only,3,506000090,55835067,0
60-_-1,60,1,Chestnut Hill - Kenmore Station,,1,506001000,55803213,0
60-2-1,60,1,Boylston St & Tully St - Kenmore Station,Weekdays only,2,506001040,55802940,0
60-3-1,60,1,Chestnut Hill - Brookline Village,Late nights only,3,506001070,55799859,0
61-_-0,61,0,Waltham Center - North Waltham,,1,506100000,55913720,0
61-_-1,61,1,North Waltham - Waltham Center,,1,506101000,55913719,0
62-3-0,62,0,Alewife Station - Bedford VA Hospital,Weekdays only,1,506200000,55914364,0
62-3-1,62,1,Bedford VA Hospital - Alewife Station,Weekdays only,1,506201000,55914361,0
627-6-0,627,0,Alewife Station - Bedford VA Hospital,Weekdays only,1,506210000,55914386,0
627-7-0,627,0,Alewife Station - Bedford VA Hospital via Hanscom Airport,,2,506210030,55914412,0
627-7-1,627,1,Bedford VA Hospital - Alewife Station via Hanscom Airport,,1,506211000,55914397,0
627-6-1,627,1,Bedford VA Hospital - Alewife Station,Weekdays only,2,506211030,55914384,0
64-6-0,64,0,Kendall/MIT Station - Oak Square,Weekdays only,1,506400000,55912868,0
64-_-0,64,0,University Park - Oak Square,,3,506400030,57386012,0
64-3-0,64,0,"Central Square, Cambridge - Oak Square",Late nights only,3,506400050,55917527,0
64-6-1,64,1,Oak Square - Kendall/MIT Station,Weekdays only,1,506401000,55912866,0
64-_-1,64,1,Oak Square - University Park,,3,506401030,57386011,0
65-_-0,65,0,Kenmore Station - Brighton Center,,1,506500000,55802817,0
65-_-1,65,1,Brighton Center - Kenmore Station,,1,506501000,55802815,0
66-6-0,66,0,Nubian Station - Harvard Square,,1,506600000,55800273,0
66-5-0,66,0,Nubian Station - Brighton Center,School days only,3,506600040,55800294,0
66-B-0,66,0,"Nubian Station - Union Square, Boston",School days only,3,506600070,55801339_2,0
66-6-1,66,1,Harvard Square - Nubian Station,,1,506601000,55800819,0
66-7-1,66,1,Cambridge St & Warren St - Nubian Station,School days only,3,506601040,55799844,0
66-B-1,66,1,"Union Square, Boston - Nubian Station",School days only,3,506601060,55801397_2,0
67-4-0,67,0,Alewife Station - Turkey Hill,Weekdays only,1,506700000,55912611,0
67-4-1,67,1,Turkey Hill - Alewife Station,Weekdays only,1,506701000,55912613,0
68-_-0,68,0,Kendall/MIT Station - Harvard Square,Weekdays only,1,506800000,55912941,0
68-_-1,68,1,Harvard Square - Kendall/MIT Station,Weekdays only,1,506801000,55912944,0
69-_-0,69,0,Lechmere Station - Harvard Square,,1,506900000,55912667,0
69-_-1,69,1,Harvard Square - Lechmere Station,,1,506901000,55912666,0
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,506901040,55912894,0
70-6-0,70,0,University Park - Market Place Dr,,1,507000000,55913683,0
70-8-0,70,0,University Park - Waltham Center,,2,507000040,55913682,0
70-5-0,70,0,University Park - Cedarwood,Weekdays only,3,507000080,55913692,0
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,507000110,55913768,0
70-6-1,70,1,Market Place Dr - University Park,,1,507001000,55913684,0
70-8-1,70,1,Waltham Center - University Park,,1,507001040,55913681,0
70-5-1,70,1,Cedarwood - University Park,Weekdays only,3,507001080,55913687,0
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,507001110,55913767,0
71-2-0,71,0,"Harvard Station, Upper Busway - Watertown Square",,1,507100000,55913900,0
71-3-0,71,0,Harvard Square - Aberdeen Ave,AM peak hours only,3,507100040,55913229,0
71-5-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),,1,507101000,55913902,0
71-1-1,71,1,Watertown Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,507101040,55913905,0
71-3-1,71,1,Aberdeen Ave - Harvard Square,Weekdays only,3,507101060,55913241,0
73-2-0,73,0,"Harvard Station, Upper Busway - Waverley Square",,1,507300000,55913898,0
73-5-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),,1,507301000,55913896,0
73-1-1,73,1,Waverley Square - Harvard Station (Omits Cambridge Common),Weekdays only,2,507301040,55913952,0
74-1-0,74,0,Harvard Station - Belmont Center,,1,507400000,55913261,0
74-1-1,74,1,Belmont Center - Harvard Station,,1,507401000,55913259,0
75-1-0,75,0,Harvard Station - Belmont Center,,1,507500000,55913260,0
75-2-0,75,0,Harvard Station - Aberdeen Ave,Weekdays only,2,507500040,55913239,0
75-1-1,75,1,Belmont Center - Harvard Station,,1,507501000,55913262,0
75-2-1,75,1,Aberdeen Ave - Harvard Station,AM peak hours only,2,507501040,55913228,0
76-_-0,76,0,Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal,Weekdays only,1,507600000,55914365,0
76-3-0,76,0,Alewife Station - Lincoln Lab,Weekdays only,2,507600030,55914395,0
76-3-1,76,1,Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal,Weekdays only,1,507601000,55914394,0
76-_-1,76,1,Lincoln Lab - Alewife Station,Weekdays only,1,507601020,55914362,0
77-_-0,77,0,Harvard Station - Arlington Heights,,1,507700000,55913483,0
77-_-1,77,1,Arlington Heights - Harvard Station,,1,507701000,55913485,0
77-1-1,77,1,Appleton St & Massachusetts Ave - Harvard Station,School days only,3,507701040,55912579,0
78-1-0,78,0,Harvard Station - Arlmont Village,,1,507800000,55913254,0
78-1-1,78,1,Arlmont Village - Harvard Station,,1,507801000,55913255,0
80-_-0,80,0,Lechmere Station - Arlington Center,,1,508000000,55914288,0
80-_-1,80,1,Arlington Center - Lechmere Station,,1,508001000,55914291,0
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,508300000,55912779,0
83-2-0,83,0,Broadway & Fayette St - Rindge Ave,School days only,3,508300040,55913496,0
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,508301000,55912778,0
85-_-0,85,0,"Kendall/MIT Station - Bow St, Somerville",Weekdays only,1,508500000,55912582,0
85-1-0,85,0,Main St @ Kendall Station - Red Line - 51 Bow St,Weekdays only,1,508500030,57383548,0
85-_-1,85,1,"Bow St, Somerville- Kendall/MIT Station",Weekdays only,1,508501000,55912581,0
85-1-1,85,1,51 Bow St - Main St @ Kendall Station - Red Line,Weekdays only,1,508501030,57383547,0
86-_-0,86,0,Reservoir Station - Sullivan Square Station,,1,508600000,55913082,0
86-_-1,86,1,Sullivan Square Station - Reservoir Station,,1,508601000,55913081,0
87-2-0,87,0,Lechmere Station - Arlington Center,,1,508700000,55914445,0
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,508700040,55914452,0
87-2-1,87,1,Arlington Center - Lechmere Station,,1,508701000,55914443,0
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,508701040,55914450,0
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,508800000,55914447,0
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,508800040,55913480,0
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,508801000,55914446,0
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,508900000,55998800,0
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,508900040,55998780,0
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,508901000,55998802,0
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,508901040,55998777,0
8993-_-0,8993,0,Haymarket Station - Clarendon Hill,Sunday early mornings only,1,508910000,57572124,0
8993-_-1,8993,1,Clarendon Hill - Haymarket Station,Early mornings only,1,508911000,56026964,0
90-_-0,90,0,Assembly Row - Davis Station,,1,509000000,56028481,0
90-_-1,90,1,Davis Station - Assembly Row,,1,509001000,56028482,0
91-_-0,91,0,"Central Square, Cambridge - Sullivan Square Station",,1,509100000,55998753,0
91-_-1,91,1,"Sullivan Square Station - Central Square, Cambridge",,1,509101000,55998755,0
92-3-0,92,0,Downtown - Sullivan Square Station (Detour),,1,509200000,55998427,0
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,509200040,56026972,0
92-4-1,92,1,Sullivan Square - Devonshire St @ Milk St,,1,509201000,55998425,0
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,509201040,56026976,0
93-1-0,93,0,Downtown - Sullivan Square Station,,1,509300000,55998424,0
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,2,509300040,55998433,0
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,2,509300070,56027077,0
93-5-1,93,1,Sullivan Square Station - Downtown (Detour),,1,509301000,55998426,0
93-6-1,93,1,Sullivan Square Station - Downtown via Navy Yard (Detour),Weekdays only,2,509301040,56027013,0
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,509301070,56027076,0
93-4-1,93,1,Bunker Hill St at Concord St - Haymarket Station,School days only,3,509301100,56027168,0
94-1-0,94,0,Davis Station - Medford Square,,1,509400000,55998956,0
94-2-0,94,0,Davis Station - Medford Square via Medford HS,School days only,3,509400040,55999033,0
94-1-1,94,1,Medford Square - Davis Station,,1,509401000,55998958,0
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,509500000,55998835,0
95-_-0,95,0,Sullivan Square Station - West Medford,,1,509500040,55998827,0
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,509500080,55998893,0
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,509500100,55998844,0
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,509501000,55998836,0
95-_-1,95,1,West Medford - Sullivan Square Station,,1,509501040,55998828,0
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,509501080,55998888,0
96-_-0,96,0,Harvard Station - Medford Square,,1,509600000,55998961,0
96-_-1,96,1,Medford Square - Harvard Station,,1,509601000,55998955,0
97-5-0,97,0,Wellington Station - Malden Center Station,,1,509700000,55998660,0
97-5-1,97,1,Malden Center Station - Wellington Station,,1,509701000,55998489,0
99-7-0,99,0,Wellington Station - Woodland Rd,,1,509900000,55998436,0
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,3,509900040,56003236,0
99-7-1,99,1,Woodland Rd - Wellington Station,,1,509901000,55998435,0
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,3,509901040,56003237,0
100-3-0,100,0,Wellington Station - Elm St,,1,510000000,55998845,0
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,510000040,57572140,0
100-3-1,100,1,Elm St - Wellington Station,,1,510001000,55998847,0
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,510001040,57572144,0
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,510100000,55998769,0
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,510100040,55998890,0
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,510101000,55998771,0
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,510101040,55998891,0
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,510400000,56028224,0
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,510401000,56028223,0
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,510500000,55998631,0
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,510501000,55998491,0
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,510600000,55998654,0
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,510600040,56027116,0
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,510601000,55998453,0
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekday evenings only,3,510601040,55998466,0
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,510601060,57572138,0
108-6-0,108,0,Wellington Station - Linden Square,,1,510800000,55998434,0
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,510800040,55998515,0
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,510800060,55998630,0
108-6-1,108,1,Linden Square - Wellington Station,,1,510801000,55998468,0
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,510801040,55998471,0
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,510900000,56028178,0
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,510901000,56028179,0
110-_-0,110,0,Wellington Station - Wonderland Station,,1,511000000,56027171,0
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,511000040,56027178,0
110-2-0,110,0,Wellington Station - Woodlawn,,3,511000080,56027176,0
110-_-1,110,1,Wonderland Station - Wellington Station,,1,511001000,56027172,0
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,511001040,56027170,0
111-5-0,111,0,Haymarket Station - Woodlawn,,1,511100000,56027633,0
111-5-1,111,1,Woodlawn - Haymarket Station,,1,511101000,56027634,0
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,511200000,55998437,0
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,511201000,55998445,0
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,511400000,55970381,0
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,511401000,55970382,0
116-4-0,116,0,Maverick Station - Wonderland Station,,1,511600000,55970778,0
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,511600040,57383135,0
116-4-1,116,1,Wonderland Station - Maverick Station,,1,511601000,55970777,0
117-5-0,117,0,Maverick Station - Wonderland Station,,1,511700000,55970785,0
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,511700040,55971022,0
117-3-0,117,0,Haymarket Station - Lynn Bus Garage via Maverick Station,Late nights only,3,511700070,55971017,0
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,511700100,57383070,0
117-5-1,117,1,Wonderland Station - Maverick Station,,1,511701000,55970795,0
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,511701040,55970796,0
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,511701070,55971021,0
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,511701100,57383134,0
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,511900000,55970400,0
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,511900030,55970409,0
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,511901000,55970399,0
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,511901030,55970407,0
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,512000000,55970510,0
120-6-0,120,0,Orient Heights Station - Orient Heights Station,School days only,3,512000040,55970766,0
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,512001000,55970512,0
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,512001040,55970764,0
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,512100000,55970436,0
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,512100030,55970452,0
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,512101000,55970437,0
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,512101020,55970451,0
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekdays only,1,513100000,55998495,0
131-1-1,131,1,Melrose Highlands - Malden Center Station via East Side,Weekdays only,1,513101000,55998548,0
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,513200000,55998488,0
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,513201000,55998586,0
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,513400000,55998661,0
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,513400020,56027150,0
134-5-0,134,0,Wellington Station - North Woburn,,2,513400050,55998655,0
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,513400090,55998676,0
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,513400110,55998545,0
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,513400130,57572601,0
134-7-0,134,0,Wellington Station - Medford Square,,3,513400150,56004125,0
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,513401000,55998557,0
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,513401020,56027149,0
134-5-1,134,1,North Woburn - Wellington Station,,2,513401050,55998556,0
